ID,Paymethod,LocalBilltype,Customer_Segments,Trips_To_The_Website_Yr,Avg_Spend_Per_Store_Visit,Customer_Loyality_Code,Number_Of_Transactions_Current_Year
1273.000000,CC,Budget,High Income Families,11.000000,39.620000,4.000000,9.000000
1274.000000,CH,FreeLocal,Low Value and No Kids,0.000000,1.160000,4.000000,0.000000
1275.000000,CC,Budget,High Income Families,10.000000,26.010000,2.000000,9.000000
1276.000000,CC,Budget,High Income Families,8.000000,25.140000,1.000000,3.000000
1277.000000,CC,FreeLocal,High Income Families,10.000000,25.260000,4.000000,13.000000
1278.000000,CC,FreeLocal,High Income Families,2.000000,10.390000,1.000000,0.000000
1279.000000,CC,FreeLocal,High Income Families,25.000000,103.520000,2.000000,11.000000
1280.000000,CC,FreeLocal,High Income Families,0.000000,0.680000,2.000000,0.000000
1281.000000,Auto,FreeLocal,Married No Kids,17.000000,63.290000,4.000000,11.000000
1282.000000,CC,FreeLocal,High Income Families,1.000000,2.830000,2.000000,0.000000
1283.000000,CC,Budget,High Income Families,54.000000,258.290000,2.000000,2.000000
1284.000000,CH,FreeLocal,Low Value and No Kids,30.000000,125.520000,4.000000,13.000000
1285.000000,Auto,Budget,Married No Kids,11.000000,37.240000,3.000000,10.000000
1286.000000,CH,Budget,Low Value and No Kids,25.000000,105.330000,3.000000,10.000000
1287.000000,Auto,Budget,Married No Kids,32.000000,139.200000,4.000000,11.000000
1288.000000,CC,FreeLocal,High Income Families,33.000000,153.360000,1.000000,3.000000
1289.000000,Auto,Budget,Married No Kids,7.000000,14.380000,4.000000,10.000000
1290.000000,CC,FreeLocal,High Income Families,8.000000,36.780000,1.000000,1.000000
1291.000000,CH,Budget,Low Value and No Kids,15.000000,65.090000,3.000000,4.000000
1292.000000,CC,FreeLocal,High Income Families,5.000000,13.050000,2.000000,5.000000
1293.000000,CC,FreeLocal,High Income Families,26.000000,123.880000,3.000000,4.000000
1294.000000,CC,FreeLocal,High Income Families,33.000000,149.260000,4.000000,7.000000
1295.000000,CH,Budget,Low Value and No Kids,10.000000,19.200000,2.000000,10.000000
1296.000000,CC,FreeLocal,High Income Families,8.000000,19.880000,2.000000,11.000000
1297.000000,CC,FreeLocal,High Income Families,6.000000,18.070000,2.000000,2.000000
1298.000000,CC,Budget,High Income Families,9.000000,43.970000,4.000000,1.000000
1299.000000,CC,Budget,High Income Families,12.000000,48.180000,1.000000,6.000000
1300.000000,Auto,Budget,Married No Kids,8.000000,28.700000,4.000000,6.000000
1301.000000,CC,FreeLocal,High Income Families,15.000000,51.170000,4.000000,9.000000
1302.000000,CC,FreeLocal,High Income Families,6.000000,28.660000,4.000000,0.000000
1303.000000,CH,FreeLocal,Low Value and No Kids,1.000000,2.890000,1.000000,0.000000
1304.000000,CC,Budget,High Income Families,9.000000,20.050000,2.000000,9.000000
1305.000000,CH,Budget,Low Value and No Kids,29.000000,116.570000,2.000000,15.000000
1306.000000,CH,Budget,Low Value and No Kids,15.000000,45.470000,4.000000,14.000000
1307.000000,Auto,Budget,Married No Kids,15.000000,45.460000,1.000000,14.000000
1308.000000,CC,FreeLocal,High Income Families,30.000000,137.190000,1.000000,5.000000
1309.000000,Auto,FreeLocal,Married No Kids,30.000000,126.960000,3.000000,12.000000
1310.000000,CH,Budget,Low Value and No Kids,0.000000,2.210000,1.000000,0.000000
1311.000000,CH,FreeLocal,Low Value and No Kids,19.000000,83.480000,1.000000,6.000000
1312.000000,CH,Budget,Low Value and No Kids,9.000000,43.230000,3.000000,1.000000
1313.000000,CH,Budget,Low Value and No Kids,22.000000,80.470000,3.000000,10.000000
1314.000000,CH,Budget,Low Value and No Kids,14.000000,55.480000,3.000000,4.000000
1315.000000,CC,Budget,High Income Families,13.000000,45.920000,1.000000,7.000000
1316.000000,CC,Budget,High Income Families,9.000000,25.350000,2.000000,11.000000
1317.000000,Auto,Budget,Married No Kids,25.000000,111.840000,4.000000,5.000000
1318.000000,CH,Budget,Low Value and No Kids,25.000000,105.280000,1.000000,10.000000
1319.000000,CC,FreeLocal,High Income Families,19.000000,65.770000,1.000000,11.000000
1320.000000,Auto,FreeLocal,Married No Kids,17.000000,52.400000,4.000000,11.000000
1321.000000,CC,FreeLocal,High Income Families,16.000000,48.600000,1.000000,15.000000
1322.000000,Auto,Budget,Married No Kids,4.000000,7.750000,4.000000,6.000000
1323.000000,CC,FreeLocal,High Income Families,21.000000,78.370000,1.000000,14.000000
1324.000000,CH,FreeLocal,Low Value and No Kids,21.000000,87.880000,3.000000,4.000000
1325.000000,CH,FreeLocal,Low Value and No Kids,8.000000,27.120000,2.000000,3.000000
1326.000000,CC,FreeLocal,High Income Families,16.000000,48.690000,3.000000,14.000000
1327.000000,CC,FreeLocal,High Income Families,29.000000,114.620000,2.000000,15.000000
1328.000000,CC,FreeLocal,High Income Families,19.000000,64.800000,2.000000,11.000000
1329.000000,CC,Budget,High Income Families,4.000000,8.030000,1.000000,7.000000
1330.000000,CH,FreeLocal,Low Value and No Kids,28.000000,99.940000,4.000000,15.000000
1331.000000,CC,FreeLocal,High Income Families,8.000000,11.680000,1.000000,10.000000
1332.000000,CC,FreeLocal,High Income Families,11.000000,30.510000,3.000000,8.000000
1333.000000,CC,Budget,High Income Families,27.000000,108.440000,2.000000,13.000000
1334.000000,CH,Budget,Low Value and No Kids,21.000000,75.270000,2.000000,11.000000
1335.000000,CC,FreeLocal,High Income Families,20.000000,78.210000,2.000000,7.000000
1336.000000,CC,FreeLocal,High Income Families,6.000000,22.820000,4.000000,4.000000
1337.000000,CC,Budget,High Income Families,56.000000,256.700000,3.000000,11.000000
1339.000000,CC,FreeLocal,High Income Families,28.000000,113.480000,2.000000,14.000000
1341.000000,CC,FreeLocal,High Income Families,11.000000,43.200000,1.000000,4.000000
1342.000000,CC,FreeLocal,High Income Families,19.000000,73.740000,1.000000,7.000000
1344.000000,Auto,FreeLocal,Married No Kids,23.000000,90.190000,3.000000,10.000000
1346.000000,CH,FreeLocal,Low Value and No Kids,8.000000,18.840000,2.000000,8.000000
1350.000000,CH,Budget,Low Value and No Kids,18.000000,62.810000,2.000000,15.000000
1352.000000,CC,Budget,High Income Families,6.000000,29.900000,4.000000,1.000000
1353.000000,CC,FreeLocal,High Income Families,15.000000,51.170000,4.000000,9.000000
1355.000000,CC,Budget,High Income Families,1.000000,3.220000,2.000000,0.000000
1356.000000,CC,Budget,High Income Families,25.000000,104.730000,2.000000,9.000000
1357.000000,Auto,Budget,Married No Kids,2.000000,10.220000,4.000000,0.000000
1358.000000,CC,FreeLocal,High Income Families,8.000000,25.620000,4.000000,8.000000
1359.000000,CC,FreeLocal,High Income Families,18.000000,59.080000,1.000000,15.000000
1360.000000,Auto,FreeLocal,Married No Kids,9.000000,25.180000,1.000000,9.000000
1361.000000,CC,FreeLocal,High Income Families,9.000000,17.710000,3.000000,13.000000
1362.000000,Auto,Budget,Married No Kids,43.000000,208.190000,1.000000,0.000000
1363.000000,Auto,FreeLocal,Married No Kids,15.000000,51.680000,1.000000,12.000000
1365.000000,CH,Budget,Low Value and No Kids,18.000000,82.190000,3.000000,2.000000
1367.000000,CC,FreeLocal,High Income Families,10.000000,43.600000,2.000000,3.000000
1369.000000,Auto,Budget,Married No Kids,40.000000,184.020000,2.000000,3.000000
1370.000000,CC,FreeLocal,High Income Families,11.000000,46.330000,2.000000,3.000000
1373.000000,CH,Budget,Low Value and No Kids,24.000000,93.420000,2.000000,14.000000
1374.000000,CC,Budget,High Income Families,3.000000,9.390000,1.000000,4.000000
1375.000000,CH,Budget,Low Value and No Kids,0.000000,2.000000,1.000000,0.000000
1377.000000,CC,Budget,High Income Families,53.000000,236.970000,4.000000,13.000000
1378.000000,CC,Budget,High Income Families,3.000000,7.430000,2.000000,4.000000
1379.000000,CH,Budget,Low Value and No Kids,17.000000,54.800000,3.000000,13.000000
1380.000000,CC,FreeLocal,High Income Families,21.000000,84.670000,4.000000,10.000000
1382.000000,CC,Budget,High Income Families,33.000000,164.760000,1.000000,1.000000
1384.000000,Auto,FreeLocal,Married No Kids,13.000000,53.810000,4.000000,6.000000
1385.000000,CC,FreeLocal,High Income Families,28.000000,128.100000,4.000000,3.000000
1387.000000,CC,Budget,High Income Families,1.000000,4.460000,1.000000,0.000000
1394.000000,CH,Budget,Low Value and No Kids,6.000000,20.950000,3.000000,4.000000
1396.000000,CC,FreeLocal,High Income Families,9.000000,17.370000,3.000000,11.000000
1398.000000,CH,FreeLocal,Low Value and No Kids,7.000000,8.840000,3.000000,14.000000
1399.000000,CC,Budget,High Income Families,23.000000,112.720000,3.000000,0.000000
1401.000000,CH,Budget,Low Value and No Kids,1.000000,3.360000,3.000000,0.000000
1403.000000,CC,FreeLocal,High Income Families,18.000000,60.510000,4.000000,12.000000
1406.000000,CC,Budget,High Income Families,17.000000,72.160000,3.000000,5.000000
1407.000000,Auto,FreeLocal,Married No Kids,16.000000,51.470000,2.000000,14.000000
1408.000000,CC,Budget,High Income Families,14.000000,35.730000,3.000000,15.000000
1409.000000,Auto,Budget,Married No Kids,24.000000,100.080000,2.000000,10.000000
1410.000000,Auto,FreeLocal,Married No Kids,19.000000,65.930000,2.000000,1.000000
1412.000000,Auto,FreeLocal,Married No Kids,27.000000,118.000000,2.000000,10.000000
1413.000000,CH,Budget,Low Value and No Kids,9.000000,27.290000,3.000000,9.000000
1415.000000,Auto,FreeLocal,Married No Kids,9.000000,32.430000,3.000000,5.000000
1416.000000,CC,FreeLocal,High Income Families,43.000000,192.530000,4.000000,11.000000
1418.000000,CH,Budget,Low Value and No Kids,19.000000,77.000000,3.000000,4.000000
1422.000000,CC,Budget,High Income Families,8.000000,19.780000,3.000000,10.000000
1425.000000,CC,Budget,High Income Families,4.000000,6.740000,2.000000,8.000000
1428.000000,Auto,FreeLocal,Married No Kids,25.000000,106.100000,1.000000,9.000000
1429.000000,CH,FreeLocal,Low Value and No Kids,9.000000,37.730000,4.000000,4.000000
1431.000000,CH,FreeLocal,Low Value and No Kids,5.000000,12.580000,2.000000,6.000000
1432.000000,Auto,Budget,Married No Kids,11.000000,50.500000,1.000000,1.000000
1438.000000,CC,FreeLocal,High Income Families,6.000000,8.530000,1.000000,5.000000
1442.000000,Auto,Budget,Married No Kids,7.000000,23.030000,4.000000,3.000000
1443.000000,Auto,FreeLocal,Married No Kids,19.000000,66.350000,4.000000,15.000000
1445.000000,CH,FreeLocal,Low Value and No Kids,32.000000,124.140000,4.000000,14.000000
1446.000000,Auto,Budget,Married No Kids,0.000000,0.970000,2.000000,0.000000
1447.000000,CC,FreeLocal,High Income Families,35.000000,160.420000,1.000000,15.000000
1448.000000,CH,Budget,Low Value and No Kids,5.000000,24.440000,3.000000,1.000000
1450.000000,CC,Budget,High Income Families,14.000000,43.340000,3.000000,11.000000
1451.000000,CC,FreeLocal,High Income Families,17.000000,83.390000,1.000000,1.000000
1452.000000,CC,Budget,High Income Families,3.000000,5.010000,3.000000,2.000000
1453.000000,Auto,FreeLocal,Married No Kids,26.000000,106.500000,2.000000,10.000000
1455.000000,CC,Budget,High Income Families,53.000000,262.910000,3.000000,19.000000
1460.000000,CC,Budget,High Income Families,21.000000,82.430000,3.000000,11.000000
1462.000000,CC,Budget,High Income Families,3.000000,5.350000,3.000000,6.000000
1463.000000,CC,FreeLocal,High Income Families,22.000000,99.730000,4.000000,16.000000
1464.000000,Auto,FreeLocal,Married No Kids,10.000000,26.780000,3.000000,20.000000
1465.000000,CC,Budget,High Income Families,34.000000,154.770000,4.000000,30.000000
1466.000000,CC,Budget,High Income Families,13.000000,61.440000,4.000000,22.000000
1467.000000,Auto,Budget,Married No Kids,8.000000,35.730000,1.000000,20.000000
1468.000000,Auto,Budget,Married No Kids,5.000000,9.510000,2.000000,7.000000
1469.000000,CC,FreeLocal,High Income Families,13.000000,38.180000,4.000000,30.000000
1470.000000,CC,Budget,High Income Families,27.000000,106.300000,1.000000,14.000000
1474.000000,CC,FreeLocal,High Income Families,22.000000,96.430000,2.000000,7.000000
1479.000000,CC,Budget,High Income Families,6.000000,6.870000,2.000000,11.000000
1480.000000,CC,FreeLocal,High Income Families,9.000000,13.240000,4.000000,15.000000
1482.000000,CH,Budget,Low Value and No Kids,20.000000,88.230000,3.000000,7.000000
1484.000000,CC,FreeLocal,High Income Families,28.000000,132.650000,4.000000,3.000000
1485.000000,CC,FreeLocal,High Income Families,4.000000,5.730000,2.000000,6.000000
1486.000000,CC,Budget,High Income Families,6.000000,25.490000,3.000000,2.000000
1487.000000,CC,Budget,High Income Families,47.000000,214.730000,4.000000,7.000000
1488.000000,CC,Budget,High Income Families,23.000000,100.900000,2.000000,1.000000
1489.000000,CC,Budget,High Income Families,15.000000,40.920000,2.000000,1.000000
1490.000000,CC,FreeLocal,High Income Families,7.000000,6.810000,2.000000,1.000000
1491.000000,Auto,FreeLocal,Married No Kids,10.000000,49.560000,2.000000,1.000000
1492.000000,CC,FreeLocal,High Income Families,11.000000,43.010000,2.000000,1.000000
1493.000000,CC,FreeLocal,High Income Families,9.000000,17.660000,2.000000,14.000000
1494.000000,CH,FreeLocal,Low Value and No Kids,20.000000,89.620000,1.000000,6.000000
1495.000000,CC,Budget,High Income Families,13.000000,45.340000,2.000000,6.000000
1496.000000,CC,Budget,High Income Families,6.000000,18.730000,1.000000,6.000000
1497.000000,Auto,Budget,Married No Kids,6.000000,23.460000,4.000000,1.000000
1498.000000,CH,FreeLocal,Low Value and No Kids,18.000000,76.070000,2.000000,3.000000
1499.000000,CC,Budget,High Income Families,21.000000,85.960000,1.000000,11.000000
1500.000000,CH,Budget,Low Value and No Kids,8.000000,37.150000,1.000000,2.000000
1501.000000,Auto,Budget,Married No Kids,6.000000,9.010000,2.000000,10.000000
1502.000000,CC,FreeLocal,High Income Families,9.000000,40.910000,1.000000,2.000000
1503.000000,CC,Budget,High Income Families,6.000000,8.960000,2.000000,9.000000
1505.000000,CH,Budget,Low Value and No Kids,29.000000,117.260000,4.000000,10.000000
1508.000000,CC,Budget,High Income Families,22.000000,87.400000,3.000000,11.000000
1512.000000,CH,FreeLocal,Low Value and No Kids,4.000000,8.760000,4.000000,7.000000
1515.000000,CC,FreeLocal,High Income Families,3.000000,15.200000,3.000000,0.000000
1516.000000,Auto,FreeLocal,Married No Kids,18.000000,60.350000,3.000000,14.000000
1517.000000,CH,Budget,Low Value and No Kids,6.000000,5.210000,4.000000,12.000000
1518.000000,CC,FreeLocal,High Income Families,25.000000,97.050000,1.000000,14.000000
1519.000000,CC,Budget,High Income Families,14.000000,40.070000,2.000000,15.000000
1521.000000,CC,Budget,High Income Families,8.000000,9.020000,2.000000,15.000000
1522.000000,CC,Budget,High Income Families,11.000000,40.230000,2.000000,7.000000
1523.000000,Auto,Budget,Married No Kids,7.000000,10.740000,2.000000,12.000000
1524.000000,CC,FreeLocal,High Income Families,29.000000,126.550000,4.000000,8.000000
1528.000000,CH,Budget,Low Value and No Kids,26.000000,114.200000,1.000000,8.000000
1529.000000,CC,Budget,High Income Families,3.000000,6.210000,4.000000,4.000000
1530.000000,CC,Budget,High Income Families,22.000000,87.460000,4.000000,11.000000
1532.000000,CC,FreeLocal,High Income Families,2.000000,11.520000,3.000000,0.000000
1533.000000,CH,FreeLocal,Low Value and No Kids,31.000000,136.470000,2.000000,9.000000
1534.000000,CH,Budget,Low Value and No Kids,4.000000,13.740000,1.000000,4.000000
1537.000000,CC,Budget,High Income Families,46.000000,206.080000,2.000000,12.000000
1539.000000,CC,FreeLocal,High Income Families,4.000000,11.320000,2.000000,1.000000
1542.000000,CH,FreeLocal,Low Value and No Kids,15.000000,45.500000,1.000000,15.000000
1544.000000,CC,FreeLocal,High Income Families,9.000000,22.440000,4.000000,12.000000
1545.000000,CC,FreeLocal,High Income Families,6.000000,28.950000,2.000000,1.000000
1547.000000,CC,Budget,High Income Families,12.000000,32.880000,4.000000,13.000000
1550.000000,CH,Budget,Low Value and No Kids,6.000000,23.110000,2.000000,3.000000
1553.000000,CC,FreeLocal,High Income Families,12.000000,46.420000,1.000000,6.000000
1554.000000,CC,Budget,High Income Families,12.000000,32.190000,2.000000,13.000000
1557.000000,CC,Budget,High Income Families,7.000000,13.940000,1.000000,10.000000
1558.000000,CC,Budget,High Income Families,10.000000,38.960000,1.000000,5.000000
1559.000000,CC,Budget,High Income Families,3.000000,6.330000,2.000000,5.000000
1560.000000,Auto,FreeLocal,Married No Kids,14.000000,49.920000,2.000000,9.000000
1565.000000,CC,Budget,High Income Families,40.000000,178.360000,2.000000,11.000000
1571.000000,CC,FreeLocal,High Income Families,6.000000,28.660000,4.000000,0.000000
1572.000000,Auto,Budget,Married No Kids,7.000000,13.450000,4.000000,11.000000
1573.000000,CH,Budget,Low Value and No Kids,15.000000,45.470000,4.000000,14.000000
1574.000000,CC,FreeLocal,High Income Families,8.000000,12.460000,4.000000,13.000000
1576.000000,CC,FreeLocal,High Income Families,20.000000,87.090000,2.000000,7.000000
1578.000000,CC,Budget,High Income Families,16.000000,56.640000,3.000000,7.000000
1581.000000,CC,FreeLocal,High Income Families,7.000000,22.900000,2.000000,6.000000
1584.000000,CC,Budget,High Income Families,8.000000,25.660000,3.000000,7.000000
1588.000000,CC,Budget,High Income Families,19.000000,91.040000,4.000000,2.000000
1589.000000,CH,Budget,Low Value and No Kids,20.000000,81.300000,4.000000,8.000000
1590.000000,CC,Budget,High Income Families,3.000000,11.740000,1.000000,2.000000
1591.000000,CC,Budget,High Income Families,65.000000,311.290000,4.000000,6.000000
1596.000000,CC,FreeLocal,High Income Families,12.000000,50.840000,3.000000,6.000000
1597.000000,CH,Budget,Low Value and No Kids,63.000000,293.240000,1.000000,11.000000
1598.000000,CC,Budget,High Income Families,1.000000,2.970000,3.000000,0.000000
1599.000000,CC,Budget,High Income Families,35.000000,163.410000,1.000000,6.000000
1601.000000,CC,FreeLocal,High Income Families,0.000000,1.340000,3.000000,0.000000
1604.000000,CC,FreeLocal,High Income Families,16.000000,59.590000,2.000000,9.000000
1607.000000,CH,Budget,Low Value and No Kids,12.000000,39.330000,3.000000,10.000000
1609.000000,Auto,FreeLocal,Married No Kids,7.000000,9.040000,3.000000,13.000000
1610.000000,CC,Budget,High Income Families,9.000000,13.530000,4.000000,14.000000
1611.000000,Auto,FreeLocal,Married No Kids,15.000000,50.050000,2.000000,12.000000
1613.000000,Auto,Budget,Married No Kids,25.000000,111.840000,4.000000,5.000000
1615.000000,CC,FreeLocal,High Income Families,9.000000,13.920000,4.000000,10.000000
1616.000000,Auto,Budget,Married No Kids,12.000000,47.170000,2.000000,6.000000
1617.000000,CH,FreeLocal,Low Value and No Kids,7.000000,10.450000,4.000000,7.000000
1619.000000,Auto,FreeLocal,Married No Kids,10.000000,31.780000,4.000000,9.000000
1620.000000,CC,Budget,High Income Families,15.000000,56.090000,4.000000,8.000000
1622.000000,CH,FreeLocal,Low Value and No Kids,8.000000,24.190000,1.000000,8.000000
1623.000000,Auto,FreeLocal,Married No Kids,13.000000,45.660000,2.000000,4.000000
1625.000000,Auto,FreeLocal,Married No Kids,17.000000,74.970000,4.000000,6.000000
1626.000000,CC,FreeLocal,High Income Families,28.000000,125.150000,1.000000,8.000000
1628.000000,CH,FreeLocal,Low Value and No Kids,20.000000,73.040000,3.000000,12.000000
1630.000000,CC,FreeLocal,High Income Families,4.000000,11.930000,2.000000,5.000000
1631.000000,CC,Budget,High Income Families,12.000000,41.890000,2.000000,10.000000
1632.000000,CC,FreeLocal,High Income Families,10.000000,16.480000,1.000000,11.000000
1639.000000,CC,FreeLocal,High Income Families,19.000000,85.290000,2.000000,1.000000
1640.000000,CC,Budget,High Income Families,29.000000,104.640000,3.000000,15.000000
1644.000000,Auto,Budget,Married No Kids,13.000000,40.480000,2.000000,11.000000
1645.000000,CC,Budget,High Income Families,6.000000,10.340000,4.000000,8.000000
1646.000000,CC,Budget,High Income Families,3.000000,11.190000,2.000000,1.000000
1647.000000,CC,FreeLocal,High Income Families,41.000000,179.930000,2.000000,13.000000
1650.000000,Auto,Budget,Married No Kids,17.000000,58.090000,1.000000,14.000000
1653.000000,CC,Budget,High Income Families,9.000000,20.260000,4.000000,11.000000
1656.000000,Auto,FreeLocal,Married No Kids,16.000000,52.220000,2.000000,15.000000
1657.000000,CC,Budget,High Income Families,17.000000,57.060000,4.000000,14.000000
1660.000000,CC,FreeLocal,High Income Families,10.000000,44.950000,3.000000,2.000000
1663.000000,Auto,Budget,Married No Kids,11.000000,34.910000,4.000000,11.000000
1669.000000,Auto,Budget,Married No Kids,27.000000,112.400000,1.000000,10.000000
1671.000000,Auto,Budget,Married No Kids,0.000000,0.790000,3.000000,0.000000
1672.000000,CC,Budget,High Income Families,6.000000,12.190000,1.000000,8.000000
1674.000000,CC,FreeLocal,High Income Families,3.000000,12.480000,2.000000,4.000000
1675.000000,CH,Budget,Low Value and No Kids,10.000000,27.200000,4.000000,11.000000
1676.000000,CC,FreeLocal,High Income Families,38.000000,161.540000,2.000000,14.000000
1677.000000,CC,Budget,High Income Families,9.000000,39.040000,2.000000,4.000000
1678.000000,CC,Budget,High Income Families,13.000000,58.080000,3.000000,3.000000
1680.000000,Auto,Budget,Married No Kids,4.000000,17.080000,2.000000,1.000000
1684.000000,CC,FreeLocal,High Income Families,8.000000,13.010000,2.000000,13.000000
1690.000000,CH,FreeLocal,Low Value and No Kids,27.000000,115.660000,1.000000,6.000000
1694.000000,CC,Budget,High Income Families,5.000000,15.170000,2.000000,6.000000
1696.000000,Auto,Budget,Married No Kids,10.000000,28.110000,3.000000,11.000000
1697.000000,Auto,FreeLocal,Married No Kids,31.000000,150.750000,3.000000,1.000000
1702.000000,CH,FreeLocal,Low Value and No Kids,10.000000,36.840000,3.000000,7.000000
1705.000000,CH,Budget,Low Value and No Kids,8.000000,8.790000,1.000000,15.000000
1710.000000,CC,Budget,High Income Families,3.000000,10.940000,4.000000,0.000000
1714.000000,CC,Budget,High Income Families,10.000000,23.720000,4.000000,14.000000
1716.000000,CC,FreeLocal,High Income Families,8.000000,25.580000,3.000000,6.000000
1717.000000,CC,FreeLocal,High Income Families,5.000000,10.350000,3.000000,8.000000
1718.000000,Auto,Budget,Married No Kids,21.000000,80.640000,3.000000,12.000000
1726.000000,CC,FreeLocal,High Income Families,14.000000,57.250000,3.000000,5.000000
1727.000000,CC,FreeLocal,High Income Families,8.000000,10.620000,4.000000,15.000000
1728.000000,CH,FreeLocal,Low Value and No Kids,14.000000,62.440000,4.000000,5.000000
1730.000000,CC,Budget,High Income Families,72.000000,332.460000,4.000000,15.000000
1731.000000,CC,FreeLocal,High Income Families,8.000000,28.860000,2.000000,6.000000
1734.000000,Auto,Budget,Married No Kids,21.000000,95.100000,2.000000,6.000000
1737.000000,CC,FreeLocal,High Income Families,10.000000,29.280000,2.000000,11.000000
1739.000000,CC,FreeLocal,High Income Families,38.000000,168.030000,1.000000,12.000000
1741.000000,CH,FreeLocal,Low Value and No Kids,10.000000,16.270000,4.000000,14.000000
1742.000000,CC,Budget,High Income Families,4.000000,22.150000,2.000000,0.000000
1743.000000,CC,FreeLocal,High Income Families,12.000000,32.090000,3.000000,13.000000
1745.000000,CC,Budget,High Income Families,9.000000,23.000000,3.000000,10.000000
1749.000000,CC,Budget,High Income Families,11.000000,35.850000,2.000000,11.000000
1750.000000,CH,Budget,Low Value and No Kids,24.000000,114.620000,2.000000,2.000000
1751.000000,CC,FreeLocal,High Income Families,8.000000,32.120000,2.000000,4.000000
1754.000000,Auto,FreeLocal,Married No Kids,24.000000,90.180000,3.000000,15.000000
1755.000000,Auto,Budget,Married No Kids,12.000000,27.750000,2.000000,12.000000
1756.000000,CC,FreeLocal,High Income Families,19.000000,68.330000,4.000000,13.000000
1757.000000,CC,Budget,High Income Families,17.000000,70.650000,3.000000,8.000000
1758.000000,CC,Budget,High Income Families,4.000000,8.490000,4.000000,2.000000
1760.000000,CC,FreeLocal,High Income Families,4.000000,15.540000,4.000000,3.000000
1764.000000,CC,Budget,High Income Families,2.000000,6.500000,4.000000,2.000000
1765.000000,CC,Budget,High Income Families,2.000000,9.880000,1.000000,1.000000
1767.000000,CC,FreeLocal,High Income Families,26.000000,103.120000,1.000000,13.000000
1768.000000,Auto,FreeLocal,Married No Kids,15.000000,63.280000,4.000000,3.000000
1769.000000,Auto,FreeLocal,Married No Kids,7.000000,30.950000,4.000000,3.000000
1770.000000,CH,Budget,Low Value and No Kids,26.000000,113.310000,4.000000,8.000000
1772.000000,CC,Budget,High Income Families,13.000000,41.710000,1.000000,11.000000
1773.000000,CC,FreeLocal,High Income Families,13.000000,38.950000,2.000000,14.000000
1774.000000,CH,FreeLocal,Low Value and No Kids,5.000000,8.850000,2.000000,9.000000
1775.000000,CC,Budget,High Income Families,32.000000,144.660000,1.000000,7.000000
1776.000000,CC,Budget,High Income Families,21.000000,93.610000,1.000000,5.000000
1777.000000,Auto,FreeLocal,Married No Kids,35.000000,151.610000,4.000000,11.000000
1778.000000,CC,FreeLocal,High Income Families,5.000000,8.970000,4.000000,8.000000
1779.000000,Auto,FreeLocal,Married No Kids,5.000000,11.650000,1.000000,7.000000
1780.000000,CC,FreeLocal,High Income Families,7.000000,10.620000,4.000000,13.000000
1782.000000,Auto,Budget,Married No Kids,56.000000,252.530000,4.000000,13.000000
1783.000000,CC,FreeLocal,High Income Families,7.000000,26.690000,4.000000,2.000000
1785.000000,CC,Budget,High Income Families,11.000000,39.620000,1.000000,9.000000
1786.000000,CH,FreeLocal,Low Value and No Kids,0.000000,1.160000,1.000000,0.000000
1788.000000,CC,Budget,High Income Families,8.000000,25.140000,2.000000,3.000000
1790.000000,CC,FreeLocal,High Income Families,2.000000,10.390000,3.000000,0.000000
1791.000000,CC,FreeLocal,High Income Families,25.000000,103.520000,1.000000,11.000000
1796.000000,CH,FreeLocal,Low Value and No Kids,30.000000,125.520000,4.000000,13.000000
1797.000000,Auto,Budget,Married No Kids,11.000000,37.240000,1.000000,10.000000
1799.000000,Auto,Budget,Married No Kids,32.000000,139.200000,4.000000,11.000000
1801.000000,Auto,Budget,Married No Kids,7.000000,14.380000,1.000000,10.000000
1802.000000,CC,FreeLocal,High Income Families,8.000000,36.780000,4.000000,1.000000
1803.000000,CH,Budget,Low Value and No Kids,15.000000,65.090000,3.000000,4.000000
1806.000000,CC,FreeLocal,High Income Families,33.000000,149.260000,4.000000,7.000000
1807.000000,CH,Budget,Low Value and No Kids,10.000000,19.200000,4.000000,10.000000
1808.000000,CC,FreeLocal,High Income Families,8.000000,19.880000,4.000000,11.000000
1809.000000,CC,FreeLocal,High Income Families,6.000000,18.070000,2.000000,2.000000
1812.000000,Auto,Budget,Married No Kids,8.000000,28.700000,1.000000,6.000000
1815.000000,CH,FreeLocal,Low Value and No Kids,1.000000,2.890000,3.000000,0.000000
1816.000000,CC,Budget,High Income Families,9.000000,20.050000,1.000000,9.000000
1817.000000,CH,Budget,Low Value and No Kids,29.000000,116.570000,3.000000,15.000000
1820.000000,CC,FreeLocal,High Income Families,30.000000,137.190000,2.000000,5.000000
1821.000000,Auto,FreeLocal,Married No Kids,30.000000,126.960000,4.000000,12.000000
1822.000000,CH,Budget,Low Value and No Kids,0.000000,2.210000,1.000000,0.000000
1824.000000,CH,Budget,Low Value and No Kids,9.000000,43.230000,2.000000,1.000000
1825.000000,CH,Budget,Low Value and No Kids,22.000000,80.470000,1.000000,10.000000
1826.000000,CH,Budget,Low Value and No Kids,14.000000,55.480000,1.000000,4.000000
1827.000000,CC,Budget,High Income Families,13.000000,45.920000,4.000000,7.000000
1831.000000,CC,FreeLocal,High Income Families,19.000000,65.770000,3.000000,11.000000
1834.000000,Auto,Budget,Married No Kids,4.000000,7.750000,2.000000,6.000000
1838.000000,CC,FreeLocal,High Income Families,16.000000,48.690000,2.000000,14.000000
